sku,name,description,price,discount,quantity,weight,seo title,seo description,user friendly url,type,categories,hidden,shipping required,option:Variant,option:Rarity,option:Artist,variant:Artist,variant sku,variant price,variant discount,variant quantity,variant weight,productId
me3-23-rev,Meg - POR - 23 - Amaura - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 023/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 23 - Amaura - COMMON - Reverse Holo,Meg - POR - 23 - Amaura - COMMON - Reverse Holo,meg-por-23-amaura-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Water; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684355
me3-24-rev,Meg - POR - 24 - Aurorus - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 024/088</p>,5.5,0.0,0.0,0.0,Meg - POR - 24 - Aurorus - RARE - Reverse Holo,Meg - POR - 24 - Aurorus - RARE - Reverse Holo,meg-por-24-aurorus-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Water; Pokémon Cards,,1.0,Reverse Holo,RARE,Unknown,,,,,,,684356
me3-24-holo,Meg - POR - 24 - Aurorus - RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 024/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 24 - Aurorus - RARE - Holofoil,Meg - POR - 24 - Aurorus - RARE - Holofoil,meg-por-24-aurorus-rare-holofoil,Rare,Mega Evolution Era; Water; Pokémon Cards,,1.0,Holofoil,RARE,Unknown,,,,,,,684356
me3-25-norm,Meg - POR - 25 - Volcanion - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 025/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 25 - Volcanion - UNCOMMON - Normal,Meg - POR - 25 - Volcanion - UNCOMMON - Normal,meg-por-25-volcanion-uncommon-normal,Uncommon,Mega Evolution Era; Water; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684408
me3-25-rev,Meg - POR - 25 - Volcanion - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 025/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 25 - Volcanion - UNCOMMON - Reverse Holo,Meg - POR - 25 - Volcanion - UNCOMMON - Reverse Holo,meg-por-25-volcanion-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Water; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684408
me3-26-norm,Meg - POR - 26 - Shinx - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 026/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 26 - Shinx - COMMON - Normal,Meg - POR - 26 - Shinx - COMMON - Normal,meg-por-26-shinx-common-normal,Common,Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684409
me3-26-rev,Meg - POR - 26 - Shinx - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 026/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 26 - Shinx - COMMON - Reverse Holo,Meg - POR - 26 - Shinx - COMMON - Reverse Holo,meg-por-26-shinx-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684409
me3-27-norm,Meg - POR - 27 - Luxio - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 027/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 27 - Luxio - UNCOMMON - Normal,Meg - POR - 27 - Luxio - UNCOMMON - Normal,meg-por-27-luxio-uncommon-normal,Uncommon,Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684410
me3-27-rev,Meg - POR - 27 - Luxio - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 027/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 27 - Luxio - UNCOMMON - Reverse Holo,Meg - POR - 27 - Luxio - UNCOMMON - Reverse Holo,meg-por-27-luxio-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684410
me3-28-rev,Meg - POR - 28 - Luxray - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 028/088</p>,5.5,0.0,0.0,0.0,Meg - POR - 28 - Luxray - RARE - Reverse Holo,Meg - POR - 28 - Luxray - RARE - Reverse Holo,meg-por-28-luxray-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Reverse Holo,RARE,Unknown,,,,,,,684411
me3-28-holo,Meg - POR - 28 - Luxray - RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 028/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 28 - Luxray - RARE - Holofoil,Meg - POR - 28 - Luxray - RARE - Holofoil,meg-por-28-luxray-rare-holofoil,Rare,Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Holofoil,RARE,Unknown,,,,,,,684411
me3-29-norm,Meg - POR - 29 - Dedenne - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 029/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 29 - Dedenne - COMMON - Normal,Meg - POR - 29 - Dedenne - COMMON - Normal,meg-por-29-dedenne-common-normal,Common,Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684412
me3-29-rev,Meg - POR - 29 - Dedenne - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 029/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 29 - Dedenne - COMMON - Reverse Holo,Meg - POR - 29 - Dedenne - COMMON - Reverse Holo,meg-por-29-dedenne-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Lightning; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684412
me3-30-norm,Meg - POR - 30 - Clefairy - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 030/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 30 - Clefairy - COMMON - Normal,Meg - POR - 30 - Clefairy - COMMON - Normal,meg-por-30-clefairy-common-normal,Common,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684414
me3-30-rev,Meg - POR - 30 - Clefairy - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 030/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 30 - Clefairy - COMMON - Reverse Holo,Meg - POR - 30 - Clefairy - COMMON - Reverse Holo,meg-por-30-clefairy-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684414
me3-31-holo,Meg - POR - 31 - Mega Clefable ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: DOUBLE_RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 031/088</p>,13.0,0.0,0.0,0.0,Meg - POR - 31 - Mega Clefable ex - DOUBLE_RARE - Holofoil,Meg - POR - 31 - Mega Clefable ex - DOUBLE_RARE - Holofoil,meg-por-31-mega-clefable-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,Unknown,,,,,,,684383
me3-32-norm,Meg - POR - 32 - Mawile - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 032/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 32 - Mawile - COMMON - Normal,Meg - POR - 32 - Mawile - COMMON - Normal,meg-por-32-mawile-common-normal,Common,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684416
me3-32-rev,Meg - POR - 32 - Mawile - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 032/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 32 - Mawile - COMMON - Reverse Holo,Meg - POR - 32 - Mawile - COMMON - Reverse Holo,meg-por-32-mawile-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684416
me3-33-norm,Meg - POR - 33 - Espurr - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 033/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 33 - Espurr - COMMON - Normal,Meg - POR - 33 - Espurr - COMMON - Normal,meg-por-33-espurr-common-normal,Common,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684417
me3-33-rev,Meg - POR - 33 - Espurr - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 033/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 33 - Espurr - COMMON - Reverse Holo,Meg - POR - 33 - Espurr - COMMON - Reverse Holo,meg-por-33-espurr-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684417
me3-34-norm,Meg - POR - 34 - Meowstic - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 034/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 34 - Meowstic - UNCOMMON - Normal,Meg - POR - 34 - Meowstic - UNCOMMON - Normal,meg-por-34-meowstic-uncommon-normal,Uncommon,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684419
me3-34-rev,Meg - POR - 34 - Meowstic - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 034/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 34 - Meowstic - UNCOMMON - Reverse Holo,Meg - POR - 34 - Meowstic - UNCOMMON - Reverse Holo,meg-por-34-meowstic-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684419
me3-35-norm,Meg - POR - 35 - Spritzee - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 035/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 35 - Spritzee - COMMON - Normal,Meg - POR - 35 - Spritzee - COMMON - Normal,meg-por-35-spritzee-common-normal,Common,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684420
me3-35-rev,Meg - POR - 35 - Spritzee - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 035/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 35 - Spritzee - COMMON - Reverse Holo,Meg - POR - 35 - Spritzee - COMMON - Reverse Holo,meg-por-35-spritzee-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684420
me3-36-norm,Meg - POR - 36 - Aromatisse - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 036/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 36 - Aromatisse - UNCOMMON - Normal,Meg - POR - 36 - Aromatisse - UNCOMMON - Normal,meg-por-36-aromatisse-uncommon-normal,Uncommon,Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684421
me3-36-rev,Meg - POR - 36 - Aromatisse - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 036/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 36 - Aromatisse - UNCOMMON - Reverse Holo,Meg - POR - 36 - Aromatisse - UNCOMMON - Reverse Holo,meg-por-36-aromatisse-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Psychic; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684421
me3-37-norm,Meg - POR - 37 - Nosepass - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 037/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 37 - Nosepass - COMMON - Normal,Meg - POR - 37 - Nosepass - COMMON - Normal,meg-por-37-nosepass-common-normal,Common,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684422
me3-37-rev,Meg - POR - 37 - Nosepass - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 037/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 37 - Nosepass - COMMON - Reverse Holo,Meg - POR - 37 - Nosepass - COMMON - Reverse Holo,meg-por-37-nosepass-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684422
me3-38-norm,Meg - POR - 38 - Probopass - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 038/088</p>,1.5,0.0,0.0,0.0,Meg - POR - 38 - Probopass - COMMON - Normal,Meg - POR - 38 - Probopass - COMMON - Normal,meg-por-38-probopass-common-normal,Common,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684423
me3-38-rev,Meg - POR - 38 - Probopass - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 038/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 38 - Probopass - COMMON - Reverse Holo,Meg - POR - 38 - Probopass - COMMON - Reverse Holo,meg-por-38-probopass-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684423
me3-39-norm,Meg - POR - 39 - Hippopotas - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 039/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 39 - Hippopotas - COMMON - Normal,Meg - POR - 39 - Hippopotas - COMMON - Normal,meg-por-39-hippopotas-common-normal,Common,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684425
me3-39-rev,Meg - POR - 39 - Hippopotas - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 039/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 39 - Hippopotas - COMMON - Reverse Holo,Meg - POR - 39 - Hippopotas - COMMON - Reverse Holo,meg-por-39-hippopotas-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684425
me3-40-norm,Meg - POR - 40 - Hippowdon - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 040/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 40 - Hippowdon - UNCOMMON - Normal,Meg - POR - 40 - Hippowdon - UNCOMMON - Normal,meg-por-40-hippowdon-uncommon-normal,Uncommon,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684426
me3-40-rev,Meg - POR - 40 - Hippowdon - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 040/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 40 - Hippowdon - UNCOMMON - Reverse Holo,Meg - POR - 40 - Hippowdon - UNCOMMON - Reverse Holo,meg-por-40-hippowdon-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684426
me3-41-rev,Meg - POR - 41 - Landorus - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 041/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 41 - Landorus - RARE - Reverse Holo,Meg - POR - 41 - Landorus - RARE - Reverse Holo,meg-por-41-landorus-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,RARE,Unknown,,,,,,,684427
me3-41-holo,Meg - POR - 41 - Landorus - RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 041/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 41 - Landorus - RARE - Holofoil,Meg - POR - 41 - Landorus - RARE - Holofoil,meg-por-41-landorus-rare-holofoil,Rare,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Holofoil,RARE,Unknown,,,,,,,684427
me3-42-norm,Meg - POR - 42 - Binacle - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 042/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 42 - Binacle - COMMON - Normal,Meg - POR - 42 - Binacle - COMMON - Normal,meg-por-42-binacle-common-normal,Common,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684334
me3-42-rev,Meg - POR - 42 - Binacle - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 042/088</p>,5.5,0.0,0.0,0.0,Meg - POR - 42 - Binacle - COMMON - Reverse Holo,Meg - POR - 42 - Binacle - COMMON - Reverse Holo,meg-por-42-binacle-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684334
me3-43-norm,Meg - POR - 43 - Barbaracle - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 043/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 43 - Barbaracle - UNCOMMON - Normal,Meg - POR - 43 - Barbaracle - UNCOMMON - Normal,meg-por-43-barbaracle-uncommon-normal,Uncommon,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684335
me3-43-rev,Meg - POR - 43 - Barbaracle - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 043/088</p>,5.5,0.0,0.0,0.0,Meg - POR - 43 - Barbaracle - UNCOMMON - Reverse Holo,Meg - POR - 43 - Barbaracle - UNCOMMON - Reverse Holo,meg-por-43-barbaracle-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684335
me3-44-norm,Meg - POR - 44 - Tyrunt - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 044/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 44 - Tyrunt - COMMON - Normal,Meg - POR - 44 - Tyrunt - COMMON - Normal,meg-por-44-tyrunt-common-normal,Common,Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684358
me3-44-rev,Meg - POR - 44 - Tyrunt - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 044/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 44 - Tyrunt - COMMON - Reverse Holo,Meg - POR - 44 - Tyrunt - COMMON - Reverse Holo,meg-por-44-tyrunt-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Fighting; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684358
